attendance,study_hours,internal_marks,assignments_submitted,activities_participated,outcome
40.3,3.4,56.5,7,1,Fail
64.2,5.4,97.7,7,2,Pass
46.5,3.2,77.1,5,3,Pass
84.5,5.0,78.9,2,2,Pass
68.3,0.9,67.2,5,3,Fail
72.6,1.5,98.1,5,2,Fail
84.8,2.7,76.7,2,4,Fail
54.7,3.4,92.1,10,3,Pass
93.6,4.6,77.5,3,1,Pass
65.0,5.4,80.1,1,2,Pass
36.8,2.4,46.8,0,2,Fail
77.2,0.7,47.8,1,4,Fail
84.5,4.5,83.7,6,3,Pass
48.8,3.5,47.3,9,5,Pass
89.3,1.5,67.2,4,4,Fail
93.0,3.0,43.7,8,3,Pass
45.8,4.2,86.3,2,2,Pass
98.8,4.4,33.3,1,2,Fail
35.6,3.0,87.2,3,2,Fail
40.2,2.0,70.2,1,2,Fail
38.8,5.4,39.0,10,0,Pass
92.0,3.8,65.7,6,2,Pass
74.1,2.5,46.2,9,2,Fail
36.4,1.9,49.3,5,5,Fail
58.0,4.2,51.4,7,5,Pass
71.1,1.7,29.7,4,3,Fail
31.3,1.4,98.9,1,2,Fail
91.2,3.1,27.4,3,2,Fail
85.3,1.9,74.7,0,3,Fail
62.9,3.6,52.8,1,2,Fail
97.5,1.1,73.5,3,2,Fail
56.3,3.8,51.7,5,4,Pass
98.8,1.9,75.5,3,0,Fail
75.1,0.5,79.7,3,3,Fail
72.6,1.1,76.8,10,4,Pass
37.4,5.2,33.5,9,5,Pass
91.1,4.8,74.3,9,1,Pass
57.1,1.7,46.0,1,1,Fail
37.2,4.4,27.2,8,5,Pass
25.9,3.5,56.1,9,0,Fail
67.0,5.4,57.5,7,1,Pass
64.6,2.4,60.0,7,0,Fail
79.0,3.9,77.9,4,1,Pass
91.8,0.8,48.2,2,1,Fail
31.0,2.5,48.6,5,4,Fail
79.9,5.3,29.5,8,1,Pass
39.1,3.2,76.5,7,5,Pass
89.4,1.9,67.6,6,0,Fail
86.4,1.1,51.2,10,2,Fail
65.6,4.0,77.9,7,2,Pass
78.3,3.7,65.3,3,2,Pass
48.6,2.4,60.2,5,0,Fail
60.3,5.3,63.3,4,0,Pass
86.6,0.6,72.7,1,2,Fail
59.4,2.0,74.5,7,5,Pass
51.8,5.1,46.7,2,1,Fail
62.1,2.1,35.6,4,2,Fail
87.1,1.8,36.7,7,3,Fail
50.1,3.2,73.0,10,0,Pass
38.0,4.6,90.5,8,3,Pass
78.4,1.0,55.7,8,3,Fail
86.9,5.2,37.7,4,0,Pass
32.5,4.5,81.7,1,2,Fail
43.0,1.4,87.4,6,5,Fail
35.6,4.1,91.0,10,4,Pass
51.1,2.4,70.5,10,3,Pass
58.8,2.5,89.6,6,2,Pass
81.2,4.4,26.2,7,4,Pass
73.8,5.3,33.0,7,3,Pass
71.6,1.1,31.9,4,2,Fail
51.4,2.6,78.4,0,3,Fail
88.1,2.9,30.2,10,2,Pass
60.3,2.4,62.2,3,5,Fail
98.4,2.3,60.5,3,1,Fail
72.6,0.8,48.3,10,1,Fail
34.5,3.9,90.3,2,0,Fail
75.7,2.7,37.8,7,4,Fail
49.4,1.5,51.4,2,3,Fail
76.5,4.6,83.1,4,3,Pass
30.2,4.5,27.3,1,2,Fail
38.1,2.9,75.5,5,4,Fail
89.2,2.0,86.2,5,3,Pass
42.0,3.7,94.9,7,4,Pass
87.8,1.9,90.7,7,4,Pass
45.9,1.7,49.0,0,1,Fail
73.2,4.2,69.0,4,3,Pass
77.1,0.7,30.8,1,3,Fail
63.4,1.0,44.3,9,0,Fail
47.9,0.5,32.1,4,4,Fail
40.9,1.3,48.6,9,2,Fail
27.5,0.8,90.6,8,1,Fail
47.8,5.5,51.0,3,0,Pass
74.0,1.9,67.1,7,1,Fail
95.4,1.2,57.5,0,2,Fail
90.3,1.7,59.4,7,0,Fail
82.5,5.2,97.7,5,1,Pass
84.1,3.1,47.2,7,2,Pass
74.9,2.3,72.0,5,5,Pass
44.5,4.9,56.5,10,0,Pass
93.0,2.5,29.6,2,2,Fail
75.3,2.2,61.7,10,0,Pass
67.0,1.5,86.0,7,3,Pass
33.3,2.4,32.4,4,3,Fail
58.5,2.1,30.2,9,1,Fail
59.5,3.9,36.5,4,4,Fail
89.8,1.9,82.3,6,5,Pass
66.0,3.4,79.3,5,4,Pass
53.5,0.8,67.4,8,2,Fail
98.3,1.5,60.1,6,0,Fail
33.3,2.5,91.6,2,3,Fail
56.7,5.2,82.5,10,4,Pass
28.2,2.4,85.9,10,3,Pass
80.5,3.8,86.0,4,5,Pass
93.9,1.8,73.2,8,2,Pass
46.0,1.1,59.4,10,5,Fail
89.4,0.8,89.9,9,5,Pass
46.9,2.0,94.5,1,2,Fail
93.3,1.3,26.8,0,0,Fail
81.5,1.4,28.9,10,5,Fail
85.4,4.3,96.9,7,4,Pass
26.4,0.6,45.8,7,2,Fail
97.2,3.3,90.5,1,2,Pass
79.5,2.4,54.2,7,3,Fail
47.9,3.0,33.9,4,1,Fail
87.2,3.3,31.0,1,5,Fail
46.1,2.1,36.7,6,4,Fail
90.5,2.0,43.7,6,0,Fail
33.4,4.2,61.6,2,5,Fail
77.8,4.9,77.6,0,0,Pass
65.6,1.5,99.0,10,3,Pass
32.2,1.0,58.1,3,5,Fail
43.1,5.0,63.9,1,0,Fail
25.9,2.2,64.1,3,5,Fail
60.2,3.3,65.5,7,2,Pass
47.6,2.3,63.8,1,5,Fail
69.9,1.1,25.7,0,4,Fail
47.3,3.4,25.1,10,5,Pass
47.5,3.1,32.3,2,0,Fail
80.7,1.5,32.6,9,4,Fail
28.6,2.8,77.9,6,0,Fail
92.7,4.5,40.4,5,1,Pass
88.9,3.5,92.1,5,1,Pass
75.1,1.0,94.6,6,4,Fail
69.5,3.2,98.2,7,1,Pass
91.9,4.0,95.4,2,1,Pass
38.9,4.5,45.4,2,2,Fail
30.9,3.6,63.2,9,0,Pass
43.0,1.3,38.2,7,1,Fail
84.6,4.1,85.5,6,4,Pass
27.6,3.9,91.6,9,2,Pass
68.7,0.6,88.8,4,1,Fail
99.7,2.6,57.5,3,5,Fail
89.2,2.2,81.9,5,4,Pass
64.1,3.8,32.3,8,0,Fail
29.8,1.6,28.0,5,5,Fail
87.4,3.5,81.5,7,1,Pass
69.9,5.1,56.9,0,4,Pass
33.6,4.5,99.7,5,5,Pass
32.0,5.1,32.3,1,4,Fail
93.2,5.4,89.2,2,3,Pass
75.2,0.6,61.0,5,5,Fail
87.2,3.6,87.0,1,4,Pass
90.9,2.6,86.3,3,5,Pass
67.9,4.8,93.7,5,3,Pass
63.8,1.8,47.3,4,0,Fail
57.3,5.4,96.2,5,0,Pass
48.8,3.6,36.4,5,2,Fail
57.6,4.5,31.1,7,5,Pass
83.0,0.9,57.4,8,3,Fail
70.1,1.4,87.1,4,4,Fail
91.9,4.3,60.5,5,2,Pass
58.3,0.6,87.2,5,5,Fail
70.5,4.6,79.7,5,2,Pass
72.3,0.6,40.7,1,5,Fail
69.4,3.8,96.2,3,0,Pass
77.7,2.3,29.6,0,4,Fail
42.8,3.6,92.4,0,3,Fail
63.4,4.0,47.8,0,0,Fail
32.8,2.2,62.5,6,2,Fail
53.8,1.0,56.7,0,1,Fail
61.6,0.8,37.9,5,2,Fail
73.9,3.4,51.9,1,1,Fail
96.3,3.1,39.5,5,5,Pass
70.0,4.2,40.3,5,0,Fail
80.8,3.0,39.0,10,5,Pass
63.0,2.6,61.7,2,3,Fail
72.6,2.5,84.8,7,4,Pass
30.3,0.6,67.7,10,1,Fail
44.1,2.2,92.0,3,4,Fail
52.1,5.4,72.7,6,5,Pass
60.4,4.9,76.7,3,0,Pass
28.4,2.1,75.1,0,0,Fail
35.5,3.4,58.7,5,5,Fail
45.8,4.7,76.7,4,5,Pass
97.9,2.7,30.2,8,0,Fail
49.9,0.6,89.5,8,3,Fail
61.2,0.9,83.3,10,1,Fail
39.7,3.1,43.4,7,4,Fail
70.8,5.3,82.6,6,2,Pass
46.1,4.0,25.9,1,5,Fail
40.5,0.9,41.3,7,5,Fail
63.7,1.4,29.9,2,0,Fail
25.4,4.4,83.5,5,4,Pass
25.6,4.7,81.7,9,4,Pass
41.4,3.6,86.0,6,3,Pass
27.8,3.7,25.3,5,1,Fail
33.1,0.6,62.6,4,3,Fail
50.4,4.6,77.9,3,3,Pass
85.2,4.4,36.7,1,4,Fail
67.9,1.8,73.7,8,1,Fail
63.5,4.0,31.3,6,1,Fail
47.0,1.6,38.6,6,1,Fail
94.9,0.7,60.7,3,0,Fail
54.8,1.5,74.0,4,1,Fail
31.5,1.4,35.9,5,4,Fail
71.3,2.2,38.9,10,0,Fail
33.5,2.6,40.3,1,2,Fail
50.9,3.0,42.9,3,5,Fail
63.1,2.9,42.0,3,3,Fail
90.6,1.9,54.6,3,1,Fail
62.0,0.6,74.0,6,2,Fail
77.7,3.5,57.9,6,1,Pass
99.5,2.5,83.2,6,3,Pass
34.9,2.0,78.9,6,4,Fail
45.6,4.8,34.5,1,4,Fail
54.6,4.2,28.7,4,3,Fail
56.6,4.8,90.8,9,2,Pass
55.8,3.0,31.0,1,0,Fail
93.1,1.2,36.1,4,5,Fail
78.6,4.0,26.7,5,5,Pass
70.6,1.5,72.1,2,5,Fail
48.2,2.7,68.7,5,0,Fail
86.8,0.8,99.0,4,1,Fail
96.6,4.6,91.5,3,3,Pass
86.6,1.1,55.8,9,3,Fail
25.1,5.0,52.9,8,0,Pass
72.7,4.8,47.3,10,2,Pass
28.8,2.8,36.4,7,5,Fail
44.3,4.2,35.4,6,3,Fail
29.5,3.6,34.9,10,4,Pass
70.3,4.5,33.6,0,4,Fail
76.5,2.7,43.0,8,3,Fail
33.6,4.4,48.0,8,5,Pass
53.8,2.8,97.1,5,5,Pass
59.2,5.2,68.4,6,5,Pass
52.7,2.9,99.1,2,2,Fail
34.1,2.8,52.9,4,4,Fail
56.4,4.4,59.3,6,2,Pass
81.3,4.6,49.3,0,0,Fail
30.3,3.3,38.7,0,1,Fail
31.0,1.4,35.7,4,5,Fail
51.6,2.8,95.9,8,0,Pass
95.6,5.3,99.0,6,1,Pass
75.1,4.3,28.4,0,4,Fail
75.9,4.6,36.3,4,1,Fail
52.1,0.7,56.8,7,1,Fail
69.5,2.8,39.0,7,3,Fail
25.8,3.7,52.3,1,1,Fail
72.7,4.7,34.7,6,3,Pass
93.5,0.7,59.2,9,1,Fail
70.9,4.8,45.4,4,3,Pass
90.5,3.2,51.4,8,4,Pass
79.3,1.5,32.1,2,4,Fail
34.0,2.1,57.1,0,1,Fail
92.7,1.9,98.7,3,2,Pass
30.0,3.2,49.7,6,4,Fail
65.0,0.8,90.7,0,0,Fail
35.7,1.3,88.2,1,0,Fail
25.9,4.6,96.4,4,3,Pass
56.7,1.2,84.3,8,2,Fail
47.1,1.7,74.5,0,5,Fail
61.5,2.8,89.2,3,3,Pass
68.3,3.1,30.7,2,1,Fail
28.3,4.3,59.7,4,4,Pass
34.2,2.7,99.2,4,2,Fail
66.9,4.4,82.7,9,3,Pass
50.7,3.6,97.2,1,3,Pass
79.7,1.1,83.5,4,0,Fail
73.9,1.3,90.6,8,1,Pass
88.4,2.7,78.0,4,3,Pass
76.9,2.5,82.0,10,0,Pass
57.2,4.2,64.2,9,2,Pass
75.5,3.4,94.3,1,3,Pass
45.7,2.4,86.9,6,5,Pass
48.0,1.4,88.3,5,5,Fail
84.2,1.6,75.5,6,0,Fail
58.5,3.4,47.8,7,5,Pass
84.9,2.6,27.7,9,1,Fail
86.7,3.1,95.2,4,4,Pass
89.3,1.4,69.0,1,5,Fail
93.7,3.8,47.4,6,2,Pass
57.3,4.8,36.2,6,3,Pass
48.9,1.8,87.2,7,0,Fail
68.7,3.0,87.7,6,3,Pass
52.8,5.4,86.1,9,4,Pass
70.1,2.2,73.4,6,3,Fail
77.9,3.5,52.5,8,3,Pass
76.6,1.0,47.8,7,0,Fail
53.1,3.5,25.6,1,4,Fail
37.5,0.9,87.5,1,2,Fail
57.3,5.3,31.6,6,0,Pass
35.7,4.1,72.3,9,4,Pass
91.8,4.4,62.8,10,4,Pass
50.9,4.0,64.5,9,3,Pass
36.6,3.4,94.5,2,1,Fail
26.9,2.7,27.4,0,1,Fail
73.4,4.8,83.0,8,2,Pass
72.8,5.3,28.9,2,3,Pass
50.5,3.0,27.9,0,1,Fail
30.4,5.2,57.2,5,0,Pass
55.7,3.4,29.7,3,2,Fail
48.3,3.2,84.2,0,3,Fail
75.8,2.8,64.7,3,5,Fail
70.4,1.5,27.2,7,0,Fail
52.3,0.5,28.0,10,1,Fail
41.3,1.7,71.0,6,1,Fail
99.1,3.0,85.5,0,1,Fail
59.1,2.4,57.8,9,1,Fail
76.6,2.7,66.6,8,4,Pass
35.5,5.4,85.0,5,5,Pass
61.4,2.3,70.8,1,2,Fail
27.1,2.8,41.9,2,2,Fail
62.9,1.2,71.0,6,1,Fail
97.3,0.7,72.1,2,2,Fail
53.8,4.4,80.1,2,5,Pass
27.9,3.4,71.6,4,0,Fail
27.3,4.3,97.7,2,0,Pass
54.1,1.2,39.8,2,2,Fail
37.0,3.4,96.3,10,1,Pass
26.8,1.8,65.4,4,3,Fail
81.7,1.6,75.4,4,5,Fail
59.4,0.6,32.5,8,1,Fail
46.7,1.2,53.5,0,4,Fail
92.5,2.0,82.7,0,3,Fail
33.7,1.1,78.0,10,5,Fail
96.7,5.4,28.0,8,4,Pass
48.5,2.0,66.0,4,2,Fail
91.6,1.2,31.6,3,4,Fail
70.2,1.5,99.7,1,2,Fail
87.0,3.4,92.3,8,4,Pass
98.8,0.8,26.6,5,3,Fail
46.6,4.8,89.4,8,4,Pass
97.1,5.3,94.0,4,1,Pass
54.2,1.7,51.5,3,2,Fail
53.9,2.8,79.0,6,0,Fail
50.5,0.6,58.2,4,4,Fail
65.6,3.7,74.1,7,2,Pass
36.6,2.6,50.5,7,0,Fail
66.5,1.9,49.2,1,2,Fail
65.6,1.5,56.8,4,2,Fail
82.1,3.8,35.9,9,0,Pass
87.5,2.6,87.3,7,0,Pass
58.0,1.4,51.2,2,3,Fail
47.7,3.9,55.0,6,5,Pass
44.5,3.3,92.1,2,4,Pass
39.6,4.8,62.2,5,4,Pass
29.3,1.1,65.8,1,2,Fail
50.7,4.4,96.7,5,1,Pass
45.3,3.9,91.5,5,1,Pass
97.5,1.1,37.7,7,5,Fail
66.8,4.0,60.5,4,2,Pass
51.0,2.7,97.8,0,3,Fail
68.5,5.2,52.9,7,0,Pass
35.4,1.2,52.9,8,2,Fail
58.3,3.7,39.6,0,4,Fail
72.0,2.4,33.6,4,1,Fail
61.7,5.3,80.5,5,1,Pass
55.1,2.1,82.8,3,1,Fail
99.5,5.3,97.7,10,3,Pass
91.0,5.0,83.0,1,4,Pass
71.8,1.9,43.3,4,3,Fail
67.7,4.5,28.0,3,0,Fail
71.5,5.5,98.9,6,2,Pass
40.1,1.8,50.5,5,2,Fail
54.6,2.7,48.4,2,1,Fail
28.0,3.1,92.9,8,1,Pass
60.7,2.0,68.9,3,0,Fail
65.7,0.6,41.1,10,3,Fail
42.1,1.6,91.7,4,5,Fail
97.3,1.9,99.5,2,5,Pass
93.2,2.7,31.5,7,5,Pass
79.2,1.4,89.7,10,4,Pass
65.0,4.9,54.3,6,0,Pass
90.2,4.0,64.3,10,2,Pass
34.8,0.9,93.6,10,2,Fail
84.3,3.8,98.0,6,3,Pass
34.4,3.8,44.7,7,0,Fail
84.6,5.3,41.0,6,4,Pass
45.7,0.5,31.0,2,0,Fail
90.8,1.7,67.1,2,0,Fail
95.8,5.1,26.0,1,3,Pass
36.2,5.2,55.9,0,4,Fail
59.7,4.1,30.5,4,5,Fail
98.6,4.3,55.4,3,2,Pass
61.3,1.0,28.0,10,1,Fail
89.8,3.1,87.6,1,5,Pass
69.2,1.7,40.7,0,4,Fail
53.1,1.4,49.6,2,2,Fail
46.4,4.6,90.3,5,5,Pass
40.2,1.2,81.0,1,3,Fail
82.1,2.8,41.4,9,4,Pass
54.0,5.2,30.4,6,4,Pass
63.3,1.4,78.7,10,2,Pass
61.9,5.4,54.3,6,2,Pass
68.3,5.5,82.5,10,0,Pass
89.9,3.3,58.4,2,0,Fail
98.6,1.4,51.0,0,4,Fail
55.6,2.1,58.8,8,1,Fail
87.1,2.6,81.1,10,3,Pass
82.3,2.0,92.7,4,2,Pass
68.0,1.9,28.7,1,0,Fail
96.7,5.4,64.3,7,3,Pass
40.0,1.3,27.5,9,5,Fail
33.2,4.2,60.1,9,5,Pass
89.0,0.5,91.4,3,4,Fail
57.9,3.5,52.1,10,2,Pass
88.5,5.1,94.9,9,5,Pass
92.0,1.9,72.3,6,2,Fail
29.7,1.4,95.1,4,0,Fail
91.3,3.8,81.8,2,5,Pass
58.6,4.1,32.8,9,1,Pass
63.3,3.9,42.3,7,5,Pass
72.0,2.1,54.6,1,2,Fail
94.5,1.8,37.8,0,1,Fail
26.4,5.3,62.1,4,3,Pass
60.8,5.1,60.4,10,5,Pass
76.6,2.8,96.7,3,2,Pass
79.2,4.7,57.5,10,5,Pass
76.9,2.8,83.9,9,5,Pass
35.1,2.6,95.6,6,2,Pass
47.5,1.3,90.8,8,1,Fail
51.9,2.6,40.7,5,0,Fail
85.3,3.2,62.2,10,5,Pass
45.9,0.6,51.1,0,4,Fail
40.8,2.7,55.0,7,3,Fail
96.8,4.4,52.1,1,2,Pass
25.7,3.9,87.0,3,5,Pass
99.8,3.7,58.9,2,0,Fail
75.8,5.0,64.3,5,2,Pass
87.1,0.6,98.7,1,5,Fail
47.1,3.3,29.5,4,3,Fail
26.1,4.4,61.6,10,4,Pass
80.3,3.2,83.1,8,2,Pass
87.6,2.1,36.3,2,5,Fail
80.5,1.2,70.9,1,1,Fail
35.7,4.9,43.0,1,0,Fail
81.5,2.9,90.1,8,4,Pass
82.7,4.9,49.5,5,2,Pass
74.4,3.4,49.7,1,5,Fail
82.5,3.9,69.9,2,4,Pass
88.4,4.5,38.8,0,1,Fail
71.0,3.8,46.4,1,2,Fail
31.6,2.5,56.2,1,4,Fail
61.6,3.1,51.5,10,2,Pass
30.8,4.5,64.4,1,2,Fail
55.6,2.4,70.0,6,4,Fail
55.5,2.4,67.5,2,2,Fail
30.0,1.0,74.1,10,1,Fail
51.2,5.1,48.1,3,4,Pass
33.3,1.0,34.5,1,5,Fail
85.6,3.7,82.1,4,4,Pass
96.1,2.6,88.8,8,1,Pass
30.4,2.5,44.3,8,1,Fail
96.6,3.9,55.5,6,1,Pass
64.2,0.8,62.4,7,5,Fail
47.5,3.5,65.0,4,5,Pass
30.8,4.4,74.5,4,2,Pass
62.5,4.6,28.1,2,2,Fail
84.6,1.4,79.1,5,3,Fail
78.0,5.0,29.6,0,2,Fail
28.8,3.8,60.1,2,1,Fail
30.5,4.9,87.1,10,3,Pass
55.2,2.9,58.8,1,1,Fail
47.1,3.2,36.2,6,0,Fail
42.4,5.1,98.9,8,5,Pass
46.1,5.0,91.7,3,4,Pass
85.3,2.7,82.8,6,0,Pass
94.7,1.9,55.9,7,5,Pass
55.4,2.5,38.8,9,5,Fail
93.0,2.4,95.6,1,1,Fail
49.1,1.9,64.9,6,2,Fail
60.7,1.8,88.9,2,4,Fail
42.0,4.8,50.7,7,2,Pass
73.0,0.8,50.1,5,2,Fail
98.4,3.9,98.9,2,4,Pass
70.3,1.4,64.1,7,4,Fail
51.8,2.2,35.6,10,0,Fail
73.6,0.8,41.5,2,1,Fail
34.2,1.8,61.1,8,2,Fail
91.6,4.3,28.2,10,1,Pass
62.7,4.9,59.7,2,1,Pass
58.7,1.6,56.4,0,3,Fail
68.9,2.8,83.5,1,0,Fail
71.9,2.9,51.6,3,2,Fail
30.4,4.9,98.7,10,5,Pass
76.2,4.3,38.6,1,4,Fail
43.1,3.1,69.3,3,4,Fail
78.5,3.9,31.7,3,1,Fail
86.7,4.7,80.0,3,0,Pass
85.3,0.5,99.6,0,0,Fail
66.4,2.5,86.4,8,2,Pass
64.0,5.0,66.7,9,2,Pass
35.7,4.2,61.4,10,1,Pass
83.2,3.2,87.6,6,1,Pass
45.4,3.1,95.2,1,1,Fail
62.3,2.2,99.2,2,3,Fail
46.3,3.1,54.7,7,0,Fail
35.0,3.8,99.3,6,1,Pass
72.2,2.6,36.7,3,0,Fail
29.1,4.1,44.0,3,5,Fail
81.1,4.8,31.7,8,4,Pass
48.8,1.3,45.4,4,4,Fail
25.0,2.8,82.6,10,0,Pass
63.3,2.5,89.0,4,5,Pass
28.5,3.9,83.4,6,4,Pass
45.7,1.7,72.3,0,4,Fail
78.0,3.7,63.5,2,4,Pass
29.7,4.9,78.2,1,2,Pass
88.0,2.6,54.3,10,5,Pass
25.3,5.1,88.1,9,2,Pass
43.5,5.5,75.8,5,0,Pass
80.6,1.0,77.3,10,0,Fail
48.7,1.7,65.2,5,3,Fail
32.6,5.3,91.4,9,2,Pass
52.0,5.3,43.9,0,0,Fail
45.3,1.0,53.6,5,2,Fail
88.2,0.6,83.3,9,3,Pass
48.5,1.3,62.0,1,0,Fail
84.2,5.5,91.7,10,0,Pass
91.9,1.4,51.0,3,0,Fail
57.5,3.0,52.7,5,0,Fail
93.2,4.7,91.7,2,1,Pass
53.3,0.6,59.8,2,5,Fail
97.3,3.5,63.7,2,5,Pass
31.7,1.9,50.0,3,2,Fail
76.5,4.8,45.8,8,2,Pass
62.0,1.9,74.2,3,2,Fail
54.1,3.9,34.0,3,3,Fail
72.5,3.9,90.9,3,1,Pass
77.8,1.6,83.4,6,2,Fail
25.3,0.7,39.3,4,2,Fail
37.5,2.5,77.1,1,0,Fail
78.5,1.9,70.2,6,0,Fail
75.0,4.5,38.8,2,0,Fail
97.5,4.5,45.5,10,2,Pass
82.1,2.8,55.7,0,0,Fail
96.3,3.5,77.4,8,2,Pass
77.7,3.5,72.9,4,3,Pass
47.4,4.6,64.9,9,3,Pass
32.9,2.6,82.6,0,4,Fail
83.6,1.9,81.8,10,1,Pass
73.3,1.8,71.3,0,0,Fail
28.6,3.2,84.0,0,5,Fail
52.0,2.7,50.1,8,0,Fail
96.8,2.7,91.1,7,1,Pass
62.5,1.0,71.1,10,1,Fail
57.5,4.1,86.7,5,4,Pass
59.3,1.6,66.0,9,1,Fail
40.7,1.5,41.4,5,2,Fail
52.7,2.6,65.7,5,0,Fail
52.7,1.6,52.8,3,1,Fail
28.9,3.4,77.3,4,2,Fail
82.6,2.4,60.7,9,1,Pass
56.2,2.7,87.7,2,5,Fail
86.7,3.2,75.9,2,2,Pass
88.8,1.5,76.3,9,3,Pass
40.9,1.3,41.3,6,2,Fail
74.3,4.9,98.8,4,4,Pass
60.4,2.7,88.1,7,2,Pass
91.0,2.6,84.2,4,1,Pass
41.2,0.7,49.8,3,3,Fail
75.8,3.0,65.2,2,3,Fail
70.6,3.3,35.3,1,2,Fail
47.1,3.3,65.4,2,1,Fail
35.2,4.0,35.9,6,3,Fail
73.9,1.4,66.5,7,5,Fail
80.4,1.8,73.7,4,2,Fail
48.7,4.6,54.3,10,2,Pass
73.4,5.2,62.4,0,2,Pass
54.6,1.2,90.7,2,3,Fail
78.5,3.0,33.1,3,0,Fail
39.9,1.6,84.4,9,1,Fail
91.8,0.8,37.8,3,4,Fail
46.6,2.1,27.8,0,4,Fail
52.6,1.2,38.9,9,1,Fail
29.4,4.0,82.4,8,0,Pass
33.4,3.2,55.4,9,1,Fail
63.7,1.2,90.4,3,2,Fail
45.1,0.5,64.4,1,5,Fail
87.7,4.5,26.7,8,1,Pass
26.1,1.4,78.8,3,1,Fail
53.4,3.5,33.3,3,5,Fail
50.3,2.2,84.2,10,3,Pass
26.4,3.4,37.6,5,4,Fail
34.3,2.1,50.9,7,4,Fail
56.0,0.9,82.1,4,2,Fail
62.0,1.6,96.6,7,5,Pass
55.3,1.4,52.9,0,2,Fail
64.8,2.6,87.2,3,3,Fail
69.6,3.8,39.3,0,2,Fail
25.7,1.8,85.5,2,5,Fail
59.8,0.6,74.3,10,5,Fail
97.3,3.1,39.5,6,0,Fail
63.9,3.5,47.7,0,3,Fail
75.8,5.3,34.9,4,5,Pass
48.4,3.4,53.7,0,5,Fail
83.0,2.9,40.3,5,3,Fail
83.0,3.4,73.3,8,1,Pass
64.1,5.1,99.6,2,1,Pass
98.2,4.6,25.9,10,0,Pass
34.4,2.1,65.6,10,5,Pass
26.3,1.7,68.0,5,3,Fail
82.8,1.8,93.6,3,3,Fail
85.5,3.0,63.0,5,1,Pass
34.0,4.2,65.8,1,4,Fail
44.9,3.0,60.4,3,4,Fail
26.3,0.8,45.2,6,5,Fail
47.0,4.1,29.2,10,1,Pass
83.0,4.5,55.6,5,5,Pass
63.8,1.9,28.9,8,2,Fail
51.1,3.8,66.3,10,3,Pass
52.9,2.6,48.0,6,5,Fail
25.1,4.9,65.0,0,0,Fail
47.5,4.7,35.1,5,4,Pass
73.5,3.1,94.9,10,5,Pass
98.1,4.0,92.1,2,2,Pass
88.5,4.9,39.2,7,3,Pass
26.8,3.0,50.8,0,2,Fail
92.4,2.1,71.0,9,5,Pass
83.7,4.3,32.2,1,3,Fail
83.5,1.6,51.6,2,3,Fail
59.3,2.4,43.8,2,1,Fail
54.9,4.8,93.7,6,1,Pass
47.7,4.1,88.9,7,0,Pass
29.9,2.5,68.5,8,0,Fail
42.1,1.6,64.0,6,2,Fail
43.5,2.3,94.8,7,1,Pass
61.3,1.9,94.9,10,3,Pass
81.1,1.4,97.7,5,1,Fail
60.5,4.2,34.4,1,3,Fail
29.3,1.8,37.0,0,1,Fail
96.8,2.8,75.8,2,3,Pass
95.7,2.4,65.6,8,2,Pass
83.9,5.4,26.4,6,1,Pass
99.3,2.5,29.6,1,4,Fail
65.8,0.9,91.6,0,4,Fail
97.2,0.9,90.2,1,3,Fail
30.7,3.5,51.8,2,2,Fail
52.4,3.5,91.8,5,3,Pass
41.9,2.6,69.5,8,2,Fail
39.7,2.7,85.4,7,0,Fail
35.6,0.8,57.1,9,1,Fail
71.7,3.1,33.5,8,2,Fail
83.6,3.0,57.5,10,3,Pass
68.4,1.2,59.3,10,0,Fail
36.0,1.0,66.3,7,3,Fail
85.8,1.1,32.9,6,4,Fail
72.7,1.0,99.4,5,4,Fail
54.1,3.5,43.3,7,1,Fail
75.6,1.5,39.9,5,5,Fail
44.5,1.8,64.5,1,1,Fail
50.9,1.4,65.3,8,0,Fail
93.8,5.3,58.0,8,4,Pass
46.8,4.8,82.9,2,2,Pass
60.2,1.7,63.7,8,4,Fail
91.8,2.1,70.7,1,5,Fail
78.1,1.5,79.3,2,1,Fail
29.7,3.0,26.9,5,3,Fail
36.0,0.6,67.8,3,0,Fail
25.6,3.9,91.3,7,5,Pass
72.3,3.1,26.3,0,4,Fail
58.6,5.0,55.4,5,2,Pass
35.1,1.3,94.5,1,5,Fail
96.8,4.5,51.5,5,2,Pass
64.7,4.5,59.4,0,2,Fail
43.1,1.1,98.6,1,0,Fail
62.5,2.5,39.9,8,2,Fail
76.0,1.4,29.9,5,2,Fail
30.7,1.8,89.5,7,4,Fail
45.6,1.8,90.1,6,0,Fail
85.5,3.3,60.4,8,3,Pass
59.5,2.6,63.6,8,3,Pass
66.0,5.2,87.7,10,2,Pass
57.5,1.1,80.4,3,5,Fail
28.3,5.4,44.9,6,1,Pass
37.4,1.7,26.3,4,0,Fail
58.4,4.4,61.0,6,1,Pass
40.7,2.2,89.4,3,0,Fail
28.7,1.2,92.2,9,0,Fail
88.3,4.8,96.7,10,4,Pass
98.6,2.0,91.0,10,2,Pass
84.5,3.8,68.5,0,4,Pass
89.0,3.3,58.3,3,5,Pass
43.1,2.9,83.1,9,1,Pass
97.0,3.0,80.5,2,1,Pass
39.8,4.2,65.4,8,3,Pass
96.4,0.9,31.5,4,5,Fail
99.6,3.8,94.5,3,5,Pass
